name,PSNR,SSIM
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Focus_0_6.643.PNG'], 33.30, 0.8533
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_0.178.PNG'], 41.55, 0.9678
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Vibration_1_0.0.PNG'], 36.30, 0.9345
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Vibration_2_0.0.PNG'], 41.89, 0.9702
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_-2.453.PNG'], 36.57, 0.9260
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Vibration_9_0.0.PNG'], 37.48, 0.9249
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Vibration_6_0.0.PNG'], 39.85, 0.9491
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_-13.114.PNG'], 29.64, 0.8374
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Both_8_13.43.PNG'], 30.33, 0.7957
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Focus_0_7.589.PNG'], 24.77, 0.8900
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_-5.404.PNG'], 33.45, 0.8567
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_8_-10.014.PNG'], 30.13, 0.7876
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Focus_0_6.898.PNG'], 31.99, 0.8538
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_-2.106.PNG'], 37.40, 0.9370
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Focus_0_-12.203.PNG'], 24.00, 0.8467
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Both_8_-12.686.PNG'], 29.25, 0.7827
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Focus_0_0.218.PNG'], 40.97, 0.9673
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_ZStack_0_274.432.PNG'], 40.04, 0.9606
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_2_5.581.PNG'], 33.31, 0.8772
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_1_10.158.PNG'], 31.59, 0.8574
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_ZStack_0_252.268.PNG'], 40.40, 0.9666
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Both_1_11.331.PNG'], 31.63, 0.8671
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Both_4_-7.548.PNG'], 30.95, 0.8004
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Vibration_8_0.0.PNG'], 37.55, 0.9221
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Vibration_6_0.0.PNG'], 39.37, 0.9572
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Vibration_5_0.0.PNG'], 38.03, 0.9440
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_-2.632.PNG'], 35.30, 0.9175
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Focus_0_0.549.PNG'], 39.69, 0.9633
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Both_3_-12.399.PNG'], 28.81, 0.7822
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_7.9.PNG'], 33.04, 0.8828
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_ZStack_0_259.502.PNG'], 39.44, 0.9572
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_8_1.883.PNG'], 35.30, 0.8937
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Both_4_2.95.PNG'], 34.70, 0.8847
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Focus_0_0.818.PNG'], 38.45, 0.9490
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Vibration_5_0.0.PNG'], 35.74, 0.9078
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_ZStack_0_240.005.PNG'], 39.83, 0.9626
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Both_1_-7.891.PNG'], 31.52, 0.8454
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Focus_0_8.344.PNG'], 30.62, 0.8353
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_ZStack_0_264.378.PNG'], 39.89, 0.9613
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Focus_0_-5.795.PNG'], 32.30, 0.8386
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_1_4.69.PNG'], 34.08, 0.8664
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Vibration_7_0.0.PNG'], 38.29, 0.9504
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Vibration_5_0.0.PNG'], 32.78, 0.9134
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Vibration_9_0.0.PNG'], 37.26, 0.9263
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_1_10.7.PNG'], 31.35, 0.8995
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Both_3_8.805.PNG'], 30.65, 0.8203
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Both_2_-5.782.PNG'], 31.98, 0.8551
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Focus_0_7.382.PNG'], 32.40, 0.8380
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Vibration_6_0.0.PNG'], 32.75, 0.9185
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Both_1_-6.485.PNG'], 33.35, 0.8939
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Vibration_2_0.0.PNG'], 40.70, 0.9592
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_8_4.803.PNG'], 33.55, 0.8626
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Focus_0_13.345.PNG'], 30.88, 0.8116
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_5_-7.975.PNG'], 31.46, 0.8896
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Both_6_1.197.PNG'], 25.71, 0.9327
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_6.546.PNG'], 33.08, 0.8459
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_4_-7.871.PNG'], 30.93, 0.8043
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Both_1_3.5.PNG'], 33.93, 0.8914
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Focus_0_-0.531.PNG'], 38.81, 0.9588
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Both_4_-12.549.PNG'], 24.00, 0.8479
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_-6.145.PNG'], 32.65, 0.8403
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Vibration_4_0.0.PNG'], 39.15, 0.9437
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Focus_0_13.247.PNG'], 23.96, 0.8597
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_9.254.PNG'], 32.04, 0.8602
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Both_2_-5.877.PNG'], 32.84, 0.8457
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_6_9.69.PNG'], 31.45, 0.8164
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_ZStack_0_266.227.PNG'], 39.79, 0.9578
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Focus_0_7.957.PNG'], 32.15, 0.8642
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Vibration_8_0.0.PNG'], 36.17, 0.9228
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Focus_0_13.467.PNG'], 29.55, 0.8318
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Vibration_6_0.0.PNG'], 37.05, 0.9220
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Vibration_1_0.0.PNG'], 39.66, 0.9575
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Focus_0_-10.168.PNG'], 31.72, 0.8942
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_8_0.0.PNG'], 37.53, 0.9192
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_9.299.PNG'], 31.98, 0.8293
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Vibration_5_0.0.PNG'], 36.06, 0.9138
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Vibration_6_0.0.PNG'], 25.70, 0.9421
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_3.853.PNG'], 34.80, 0.8880
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Both_6_-10.66.PNG'], 29.46, 0.8064
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Both_0_-13.012.PNG'], 28.67, 0.7847
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_2_3.933.PNG'], 34.44, 0.8721
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_2_8.159.PNG'], 32.17, 0.8333
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Vibration_5_0.0.PNG'], 37.28, 0.9277
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Both_3_4.662.PNG'], 25.30, 0.9087
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Both_1_-3.859.PNG'], 32.20, 0.8839
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Focus_0_10.954.PNG'], 31.47, 0.8193
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_9_0.0.PNG'], 37.21, 0.9157
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_8_-12.168.PNG'], 29.50, 0.7804
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Focus_0_4.248.PNG'], 33.84, 0.8672
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Both_8_2.19.PNG'], 35.57, 0.9028
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Focus_0_0.82.PNG'], 39.47, 0.9589
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_-8.153.PNG'], 31.05, 0.8070
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Focus_0_-8.892.PNG'], 30.41, 0.8320
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_8_-6.283.PNG'], 32.34, 0.8302
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_-13.249.PNG'], 29.32, 0.7794
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Focus_0_12.467.PNG'], 31.18, 0.8836
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Focus_0_10.289.PNG'], 31.99, 0.8897
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_-1.49.PNG'], 38.70, 0.9531
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_-1.776.PNG'], 37.54, 0.9381
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Vibration_2_0.0.PNG'], 40.52, 0.9587
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_8_10.853.PNG'], 31.00, 0.8475
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_ZStack_0_244.275.PNG'], 26.04, 0.9623
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Vibration_9_0.0.PNG'], 37.93, 0.9377
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Focus_0_8.591.PNG'], 31.98, 0.8332
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Vibration_5_0.0.PNG'], 35.74, 0.9009
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Vibration_9_0.0.PNG'], 35.04, 0.9116
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Vibration_5_0.0.PNG'], 37.70, 0.9412
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_2_-8.242.PNG'], 30.70, 0.8012
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_ZStack_0_266.649.PNG'], 40.12, 0.9616
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Both_9_-9.88.PNG'], 29.95, 0.8229
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Vibration_2_0.0.PNG'], 39.74, 0.9561
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Vibration_1_0.0.PNG'], 40.63, 0.9654
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Focus_0_8.26.PNG'], 32.45, 0.8399
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_-0.334.PNG'], 40.82, 0.9666
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Both_2_1.983.PNG'], 36.29, 0.9303
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Both_1_7.896.PNG'], 32.25, 0.8329
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Both_5_4.304.PNG'], 33.25, 0.8782
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Focus_0_-11.768.PNG'], 29.72, 0.7898
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_-3.819.PNG'], 34.68, 0.8823
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Vibration_1_0.0.PNG'], 41.31, 0.9659
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Vibration_8_0.0.PNG'], 25.82, 0.9469
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_4_-11.165.PNG'], 29.70, 0.7829
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Vibration_2_0.0.PNG'], 38.70, 0.9578
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Focus_0_-3.968.PNG'], 34.06, 0.8740
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Vibration_5_0.0.PNG'], 35.17, 0.8881
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_2.091.PNG'], 36.81, 0.9255
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Vibration_3_0.0.PNG'], 39.69, 0.9493
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_10.025.PNG'], 31.82, 0.8569
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Focus_0_4.517.PNG'], 35.02, 0.9273
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Both_2_-12.627.PNG'], 29.77, 0.7930
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Both_9_-12.915.PNG'], 29.16, 0.7733
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Vibration_5_0.0.PNG'], 34.62, 0.8794
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Vibration_1_0.0.PNG'], 33.95, 0.9516
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Both_5_-8.986.PNG'], 30.83, 0.8051
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Focus_0_4.41.PNG'], 34.69, 0.9110
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Vibration_1_0.0.PNG'], 39.53, 0.9539
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Focus_0_-1.432.PNG'], 38.61, 0.9504
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Vibration_8_0.0.PNG'], 33.37, 0.9223
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Both_3_-2.562.PNG'], 32.56, 0.9100
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Both_9_8.362.PNG'], 29.86, 0.8004
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_-12.075.PNG'], 30.00, 0.8274
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Both_2_8.552.PNG'], 32.41, 0.8902
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Vibration_4_0.0.PNG'], 40.95, 0.9624
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_-4.785.PNG'], 34.07, 0.8705
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Both_2_-0.46.PNG'], 25.81, 0.9513
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_ZStack_0_274.505.PNG'], 41.32, 0.9677
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Vibration_2_0.0.PNG'], 39.43, 0.9518
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Focus_0_12.303.PNG'], 30.47, 0.8402
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_6_-5.653.PNG'], 32.32, 0.8634
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Focus_0_4.795.PNG'], 33.59, 0.8803
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_10.193.PNG'], 31.94, 0.8258
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Focus_0_-1.612.PNG'], 37.88, 0.9425
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_ZStack_0_250.452.PNG'], 39.55, 0.9587
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Both_6_7.613.PNG'], 32.24, 0.8370
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Vibration_7_0.0.PNG'], 34.18, 0.8912
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Both_5_-8.094.PNG'], 30.50, 0.8294
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_0_-3.651.PNG'], 35.60, 0.9019
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_1_-11.37.PNG'], 31.34, 0.8906
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Focus_0_12.22.PNG'], 31.37, 0.8164
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_11.084.PNG'], 31.99, 0.8720
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Focus_0_-0.761.PNG'], 38.36, 0.9562
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Focus_0_11.767.PNG'], 31.95, 0.9029
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Vibration_3_0.0.PNG'], 38.15, 0.9486
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Vibration_6_0.0.PNG'], 37.30, 0.9312
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Vibration_8_0.0.PNG'], 36.64, 0.9131
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Both_6_-6.851.PNG'], 32.09, 0.8288
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_15_4_Vibration_1_0.0.PNG'], 41.73, 0.9697
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Focus_0_-9.796.PNG'], 29.96, 0.7841
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Vibration_1_0.0.PNG'], 41.09, 0.9675
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_5_3.287.PNG'], 34.94, 0.8889
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_-7.181.PNG'], 31.71, 0.8202
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Vibration_6_0.0.PNG'], 38.66, 0.9435
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_Both_0_11.777.PNG'], 31.16, 0.8484
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Both_2_2.958.PNG'], 34.44, 0.8784
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Focus_0_-13.259.PNG'], 28.76, 0.8019
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Vibration_1_0.0.PNG'], 40.74, 0.9656
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Focus_0_5.392.PNG'], 33.09, 0.8460
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_7_1_Both_3_-4.671.PNG'], 33.30, 0.8604
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Focus_0_6.417.PNG'], 32.97, 0.8497
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Vibration_9_0.0.PNG'], 36.18, 0.9095
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Focus_0_-1.897.PNG'], 38.51, 0.9517
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_8_3_Focus_0_-2.799.PNG'], 35.84, 0.9144
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_13_3_ZStack_0_250.817.PNG'], 39.17, 0.9580
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Focus_0_-9.474.PNG'], 31.04, 0.8129
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Vibration_9_0.0.PNG'], 35.66, 0.9135
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_-7.733.PNG'], 31.24, 0.8104
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Both_3_-3.12.PNG'], 34.63, 0.8979
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Vibration_6_0.0.PNG'], 34.73, 0.9109
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Vibration_4_0.0.PNG'], 38.77, 0.9468
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Vibration_4_0.0.PNG'], 40.50, 0.9640
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Vibration_4_0.0.PNG'], 37.27, 0.9267
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Both_5_11.58.PNG'], 29.81, 0.8281
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_14_0_Focus_0_-10.813.PNG'], 24.20, 0.8548
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Vibration_8_0.0.PNG'], 35.15, 0.9262
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Vibration_7_0.0.PNG'], 34.08, 0.8719
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Focus_0_10.902.PNG'], 31.79, 0.8304
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_0_0_Both_2_10.453.PNG'], 31.33, 0.8988
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Focus_0_-12.991.PNG'], 29.57, 0.7871
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Vibration_3_0.0.PNG'], 40.64, 0.9609
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_11_3_Both_2_-10.428.PNG'], 29.25, 0.7825
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_3_2_Both_3_-9.682.PNG'], 30.36, 0.7943
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_0_4.242.PNG'], 34.60, 0.8790
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Focus_0_-6.062.PNG'], 32.15, 0.8572
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_1_5_Both_3_9.248.PNG'], 30.88, 0.8394
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Vibration_6_0.0.PNG'], 35.22, 0.8891
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Focus_0_-12.363.PNG'], 29.43, 0.7806
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Both_3_12.215.PNG'], 30.88, 0.8066
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_3_Both_6_-6.6.PNG'], 32.76, 0.8416
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_2_4_Focus_0_9.363.PNG'], 31.96, 0.8269
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Vibration_1_0.0.PNG'], 39.62, 0.9585
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_10_1_Both_0_-0.021.PNG'], 40.61, 0.9638
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Both_3_-1.82.PNG'], 36.41, 0.9185
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_ZStack_0_250.856.PNG'], 38.10, 0.9497
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_Focus_0_-5.507.PNG'], 33.03, 0.8484
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_5_1.96.PNG'], 35.45, 0.8974
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_18_5_Both_5_12.496.PNG'], 30.09, 0.8348
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_17_2_Vibration_7_0.0.PNG'], 35.52, 0.9105
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_9_1_ZStack_0_254.975.PNG'], 39.56, 0.9584
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_4_5_Both_2_-10.435.PNG'], 30.06, 0.7892
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Vibration_8_0.0.PNG'], 35.96, 0.9205
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_16_1_Focus_0_1.839.PNG'], 38.06, 0.9474
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_12_2_Focus_0_-11.401.PNG'], 30.08, 0.7980
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_5_0_Focus_0_11.972.PNG'], 31.29, 0.8204
['200724_EBiMA_LiB4-1/test/20200724_LIB4_20.0_6_5_Vibration_3_0.0.PNG'], 39.97, 0.9578
